gene_id,median_log1p_treated,median_log1p_untreated,delta_log1p_treated_minus_untreated,u_statistic,p_treatment,spearman_rho_with_R,p_R_correlation,detected_frac_treated,detected_frac_untreated,n_detected_total,q_treatment_bh,q_R_correlation_bh,gene_id_stripped,gene_symbol,gene_biotype,chromosome,bridge_direction,bridge_score
ENSG00000138069,1.6094379124341003,3.449861553642436,-1.840423641208336,213318.5,0.0001610714668125056,-0.19800158651706642,5.277489009569902e-16,0.5607235142118863,0.6637519872813991,1052,0.0014957732254487904,1.0438853181706655e-14,ENSG00000138069,RAB1A,protein_coding,chr2,treated_down_R_negative,0.3644068008227667
ENSG00000142347,2.995732273553991,4.923617305492665,-1.9278850319386742,202543.0,4.1090693862788035e-07,-0.18771472959858768,1.6414535406967305e-14,0.599483204134367,0.7456279809220986,1170,8.169165160369326e-06,2.4503312269935076e-13,ENSG00000142347,MYO1F,protein_coding,chr19,treated_down_R_negative,0.3618924174675328
ENSG00000170242,0.6931471805599453,2.4849066497880004,-1.791759469228055,216362.5,0.0006149710464014759,-0.20173503042136354,1.4452485366858205e-16,0.5219638242894057,0.6208267090620032,983,0.004624588199228842,3.1241606101760775e-15,ENSG00000170242,USP47,protein_coding,chr11,treated_down_R_negative,0.36146065103248787
ENSG00000123505,3.2188758248682006,4.605170185988092,-1.3862943611198912,218195.5,0.001802574494038709,-0.260283472300644,7.02863123714969e-27,0.6459948320413437,0.7448330683624801,1187,0.01119627761699511,9.369405734205567e-25,ENSG00000123505,AMD1,protein_coding,chr6,treated_down_R_negative,0.3608295099430882
ENSG00000129933,0.0,2.0126758453675744,-2.0126758453675744,216444.0,0.0005621125741297156,-0.17903942971628434,2.568984328153026e-13,0.4806201550387597,0.5874403815580286,925,0.0042870360696401506,3.0423055485222984e-12,ENSG00000129933,MAU2,protein_coding,chr19,treated_down_R_negative,0.360348335558351
ENSG00000139668,0.0,1.6094379124341003,-1.6094379124341003,190897.0,5.629874014607217e-12,-0.22375956666145466,4.1084271766890524e-20,0.34108527131782945,0.541335453100159,813,2.722676901358805e-10,1.7121901784337105e-18,ENSG00000139668,WDFY2,protein_coding,chr13,treated_down_R_negative,0.36012712985477047
ENSG00000186566,0.6931471805599453,2.772588722239781,-2.0794415416798357,198315.0,1.502903912367498e-08,-0.17281465391846398,1.7019642538737256e-12,0.5142118863049095,0.6701112877583466,1042,4.1376947695039154e-07,1.769056013698205e-11,ENSG00000186566,GPATCH8,protein_coding,chr17,treated_down_R_negative,0.359357970369078
ENSG00000108349,1.3862943611198906,3.3140206880897667,-1.9277263269698761,203653.5,6.80941912798681e-07,-0.18631094663873493,2.5852146920135444e-14,0.5633074935400517,0.6875993640699523,1083,1.279555487104172e-05,3.717870073212471e-13,ENSG00000108349,CASC3,protein_coding,chr17,treated_down_R_negative,0.35915651683816907
ENSG00000162290,0.0,1.9459101490553132,-1.9459101490553132,217851.0,0.0010323046651235306,-0.18455610490954197,4.538719247663651e-14,0.4754521963824289,0.5739268680445151,906,0.007120893281556456,6.267209804885891e-13,ENSG00000162290,,,,treated_down_R_negative,0.35912959761359486
ENSG00000179889,1.0986122886681096,2.8903717578961645,-1.791759469228055,201877.0,2.1164252563134936e-07,-0.20012879057008573,2.531039535484984e-16,0.5478036175710594,0.6923688394276629,1083,4.526332957953141e-06,5.277454293474806e-15,ENSG00000179889,PDXDC1,protein_coding,chr16,treated_down_R_negative,0.3585826555691094
ENSG00000177105,2.833213344056216,4.5217885770490405,-1.6885752329928243,212206.0,9.660497574958376e-05,-0.21187323962023713,3.7695854770154325e-18,0.5736434108527132,0.6836248012718601,1082,0.0009680048212517721,1.1051191709073532e-16,ENSG00000177105,RHOG,protein_coding,chr11,treated_down_R_negative,0.3577639049566864
ENSG00000122482,0.6931471805599453,2.9174053685313024,-2.224258187971357,214274.0,0.00023054238346755635,-0.15987207357247504,6.972625756226319e-11,0.5452196382428941,0.6224165341812401,994,0.002036620948032706,5.481278105190715e-10,ENSG00000122482,ZNF644,protein_coding,chr1,treated_down_R_negative,0.35559676867153683
ENSG00000132388,0.0,1.868834809141684,-1.868834809141684,209508.0,1.1976188403005997e-05,-0.19021652724765747,7.241633996922228e-15,0.4315245478036176,0.5651828298887123,878,0.00016005708862680635,1.1589958402565165e-13,ENSG00000132388,UBE2G1,protein_coding,chr17,treated_down_R_negative,0.3554832673944699
ENSG00000091140,0.0,1.6094379124341003,-1.6094379124341003,223602.5,0.010355844429887595,-0.2208633057294417,1.266257328035655e-19,0.4780361757105943,0.5437201907790143,869,0.04537573469609268,4.888411489284181e-18,ENSG00000091140,DLD,protein_coding,chr7,treated_down_R_negative,0.35546577770648713
ENSG00000110090,2.5649493574615367,4.0943445622221,-1.5293952047605637,185771.5,1.273287385709338e-12,-0.23181954612793823,1.6476760066617678e-21,0.6744186046511628,0.8020667726550079,1270,6.890937045656407e-11,8.846120081893377e-20,ENSG00000110090,CPT1A,protein_coding,chr11,treated_down_R_negative,0.35454370221783904
ENSG00000131263,0.0,1.9459101490553132,-1.9459101490553132,216174.0,0.000445750130300881,-0.18154177438337452,1.1781741087757817e-13,0.4625322997416021,0.5620031796502385,886,0.0035442987036643846,1.5024850766575207e-12,ENSG00000131263,RLIM,protein_coding,chrX,treated_down_R_negative,0.3532639812501184
ENSG00000038219,1.6094379124341003,3.258096538021482,-1.6486586255873819,200692.5,1.0266234727116017e-07,-0.21403802250731618,1.6881723496107504e-18,0.5658914728682171,0.7074721780604134,1109,2.3616125357148223e-06,5.271187197338152e-17,ENSG00000038219,BOD1L1,protein_coding,chr4,treated_down_R_negative,0.352875632010353
ENSG00000197043,1.9459101490553132,4.653960350157523,-2.7080502011022096,191493.5,9.537538059948588e-11,-0.13008467149809788,1.1930796071998445e-07,0.537467700258398,0.7082670906200318,1099,3.785043571297409e-09,5.66449500569022e-07,ENSG00000197043,ANXA6,protein_coding,chr5,treated_down_R_negative,0.3522758208107388
ENSG00000112697,0.0,1.3862943611198906,-1.3862943611198906,206274.5,1.3178234977919247e-06,-0.25278304776123783,2.1331678892624153e-25,0.4005167958656331,0.5453100158982512,841,2.2964730931074583e-05,2.2479697962757607e-23,ENSG00000112697,TMEM30A,protein_coding,chr6,treated_down_R_negative,0.350431713698104
ENSG00000138279,1.9459101490553132,4.219507705176107,-2.2735975561207935,205553.5,2.3611161187910644e-06,-0.1540767536556544,3.3438850168065074e-10,0.5684754521963824,0.7011128775834659,1102,3.83196124315555e-05,2.344477530439321e-09,ENSG00000138279,ANXA7,protein_coding,chr10,treated_down_R_negative,0.3503085305665214
ENSG00000105383,0.0,1.3862943611198906,-1.3862943611198906,134288.0,1.5333450491966681e-49,-0.2512912015415929,4.149934224392053e-25,0.10335917312661498,0.5302066772655007,707,1.2586745294629386e-46,4.109488833697185e-23,ENSG00000105383,CD33,protein_coding,chr19,treated_down_R_negative,0.3483635756961522
ENSG00000196588,0.6931471805599453,2.4849066497880004,-1.791759469228055,206821.0,4.402061575222209e-06,-0.19324938479382106,2.644936030161258e-15,0.5271317829457365,0.6693163751987281,1046,6.685175594737409e-05,4.5809822092626384e-14,ENSG00000196588,MRTFA,protein_coding,chr22,treated_down_R_negative,0.346256415126825
ENSG00000022840,1.9459101490553132,3.8501476017100584,-1.9042374526547452,202916.5,4.4539503204037873e-07,-0.18178406859646598,1.0918693707766656e-13,0.5710594315245479,0.7003179650238474,1102,8.75990367871093e-06,1.4015918223307214e-12,ENSG00000022840,RNF10,protein_coding,chr12,treated_down_R_negative,0.3461600317173498
ENSG00000163349,1.791759469228055,3.4811217321331034,-1.6893622629050484,193185.5,5.559896284149941e-10,-0.20455377293328258,5.3445330769079436e-17,0.6744186046511628,0.760731319554849,1218,1.9640979025083706e-08,1.2487791780373743e-15,ENSG00000163349,HIPK1,protein_coding,chr1,treated_down_R_negative,0.34556542472833573
ENSG00000092148,1.3862943611198906,3.2769667020129054,-1.8906723408930148,215530.0,0.0004689193924198247,-0.182431666465202,8.905158476362788e-14,0.5658914728682171,0.6589825119236884,1048,0.0036927550133177456,1.1603116472564096e-12,ENSG00000092148,HECTD1,protein_coding,chr14,treated_down_R_negative,0.3449185058887772
ENSG00000118873,0.0,2.0794415416798357,-2.0794415416798357,214412.5,0.00022130470110246725,-0.16583898809757466,1.3057490261059665e-11,0.4909560723514212,0.6025437201907791,948,0.001970079207046022,1.1607360892369169e-10,ENSG00000118873,RAB3GAP2,protein_coding,chr1,treated_down_R_negative,0.3448524810802446
ENSG00000023892,0.0,2.772588722239781,-2.772588722239781,192301.0,1.0442988187312198e-10,-0.12417887479563873,4.366149631083507e-07,0.4702842377260982,0.6446740858505564,993,4.107794836403901e-09,1.9165959110946785e-06,ENSG00000023892,DEF6,protein_coding,chr6,treated_down_R_negative,0.34429694779881376
ENSG00000239306,0.0,1.6094379124341003,-1.6094379124341003,203190.0,1.6401830513557048e-07,-0.21360761847906315,1.9819059269385514e-18,0.4082687338501292,0.5445151033386327,843,3.5777783161495458e-06,6.102822465843458e-17,ENSG00000239306,RBM14,protein_coding,chr11,treated_down_R_negative,0.34378819956496315
ENSG00000113575,0.0,1.791759469228055,-1.791759469228055,209505.0,1.2326068278626388e-05,-0.19171627477978984,4.409973711549553e-15,0.43669250645994834,0.5691573926868044,885,0.0001636811612665785,7.317037765125809e-14,ENSG00000113575,PPP2CA,protein_coding,chr5,treated_down_R_negative,0.34350945074181616
ENSG00000143774,0.0,2.70805020110221,-2.70805020110221,207107.0,3.3616907808566624e-06,-0.12651449076118437,2.6321123254478116e-07,0.45219638242894056,0.5922098569157392,920,5.2325958346937064e-05,1.192324713443125e-06,ENSG00000143774,GUK1,protein_coding,chr1,treated_down_R_negative,0.34260759214816905
ENSG00000105397,0.0,1.3862943611198906,-1.3862943611198906,213756.0,0.0001160010045141008,-0.24640605829466994,3.557176815958278e-24,0.4289405684754522,0.5437201907790143,850,0.0011296969509236173,3.0821949005607377e-22,ENSG00000105397,TYK2,protein_coding,chr19,treated_down_R_negative,0.34159132915968
ENSG00000055483,0.0,2.4849066497880004,-2.4849066497880004,189095.5,4.278233672261564e-12,-0.13727146186762776,2.2734911081354553e-08,0.42118863049095606,0.6168521462639109,939,2.1149119324699677e-10,1.1963058052643262e-07,ENSG00000055483,USP36,protein_coding,chr17,treated_down_R_negative,0.34110676842098814
ENSG00000266714,2.302585092994046,3.4657359027997265,-1.1631508098056806,220525.5,0.004279774740648044,-0.29073762733153796,2.084578977949157e-33,0.6124031007751938,0.6796502384737679,1092,0.022547499722451604,8.336445135790776e-31,ENSG00000266714,MYO15B,protein_coding,chr17,treated_down_R_negative,0.3381717066716606
ENSG00000231991,0.0,2.302585092994046,-2.302585092994046,190077.0,4.8020764638513805e-12,-0.14614093185333063,2.604503372781363e-09,0.3488372093023256,0.5779014308426074,862,2.34414978305033e-10,1.5849058468039226e-08,ENSG00000231991,ANXA2P2,processed_pseudogene,chr9,treated_down_R_negative,0.3365019311617378
ENSG00000025796,0.6931471805599453,2.4849066497880004,-1.791759469228055,220466.0,0.003670862434136659,-0.18716485438325142,1.9619317863792315e-14,0.5271317829457365,0.6200317965023847,984,0.019855247426395838,2.8812871098176726e-13,ENSG00000025796,SEC63,protein_coding,chr6,treated_down_R_negative,0.33535440014788076
ENSG00000179818,0.0,2.302585092994046,-2.302585092994046,210931.0,3.423630231108085e-05,-0.1455773514467199,3.0008836789594266e-09,0.48320413436692505,0.5977742448330684,939,0.0003962645558402764,1.806030572984399e-08,ENSG00000179818,PCBP1-AS1,lncRNA,chr2,treated_down_R_negative,0.33520423931877247
ENSG00000132471,0.0,1.3862943611198906,-1.3862943611198906,202099.0,8.030829391694863e-08,-0.2417601950475676,2.6279712586226055e-23,0.4108527131782946,0.5508744038155803,852,1.882086109805694e-06,1.9197730086701388e-21,ENSG00000132471,WBP2,protein_coding,chr17,treated_down_R_negative,0.33515079513768786
ENSG00000134882,1.0986122886681096,3.384246605824315,-2.2856343171562052,201035.0,1.1015969252056939e-07,-0.146556948648051,2.345083155147568e-09,0.5503875968992248,0.6717011128775835,1058,2.5136878484229123e-06,1.4340360489809466e-08,ENSG00000134882,UBAC2,protein_coding,chr13,treated_down_R_negative,0.33497559124768506
ENSG00000198604,1.0986122886681096,2.772588722239781,-1.6739764335716716,215227.5,0.0003822242912946333,-0.20006406375479063,2.5885850837118796e-16,0.537467700258398,0.6406995230524642,1014,0.0031129823285518266,5.3902359490136625e-15,ENSG00000198604,BAZ1A,protein_coding,chr14,treated_down_R_negative,0.33490252793009995
ENSG00000155463,0.0,2.8903717578961645,-2.8903717578961645,223168.5,0.009762478166583837,-0.11548940053330606,2.6498206028367652e-06,0.4883720930232558,0.5937996820349761,936,0.04339760317090632,1.0374777716114877e-05,ENSG00000155463,OXA1L,protein_coding,chr14,treated_down_R_negative,0.33380730163782607
ENSG00000179335,0.0,2.1972245773362196,-2.1972245773362196,216525.0,0.0005425513862751601,-0.15185894836761565,5.999690496662245e-10,0.4754521963824289,0.5659777424483307,896,0.00416534713071156,4.019642376272083e-09,ENSG00000179335,CLK3,protein_coding,chr15,treated_down_R_negative,0.3336682136417571
ENSG00000136731,0.6931471805599453,2.1972245773362196,-1.5040773967762742,215468.0,0.00036877064320723295,-0.22136223894046092,1.0442388351502009e-19,0.5038759689922481,0.595389507154213,944,0.00302076225671303,4.071617748105027e-18,ENSG00000136731,UGGT1,protein_coding,chr2,treated_down_R_negative,0.33294594009013606
ENSG00000118263,0.0,1.791759469228055,-1.791759469228055,189000.5,1.5030434083758582e-12,-0.18572668220421495,3.119946993000648e-14,0.3695090439276486,0.5604133545310016,848,8.055744508156039e-11,4.421649548054031e-13,ENSG00000118263,KLF7,protein_coding,chr2,treated_down_R_negative,0.33277754152771183
ENSG00000119396,0.6931471805599453,2.302585092994046,-1.6094379124341005,215011.0,0.00030232381845238417,-0.2056901634875939,3.563991625713826e-17,0.5090439276485789,0.6017488076311606,954,0.0025535843132914217,8.578054844204583e-16,ENSG00000119396,RAB14,protein_coding,chr9,treated_down_R_negative,0.33104554733170194
ENSG00000132842,1.791759469228055,3.2188758248682006,-1.4271163556401456,207210.5,5.892754987764397e-06,-0.23174424112673656,1.698914126434024e-21,0.5891472868217055,0.6677265500794912,1068,8.678598032735356e-05,9.105537516470192e-20,ENSG00000132842,AP3B1,protein_coding,chr5,treated_down_R_negative,0.3307259968373794
ENSG00000141446,0.0,2.1972245773362196,-2.1972245773362196,215179.0,0.00030509250912616844,-0.15043070583342838,8.70309445885397e-10,0.48578811369509045,0.5858505564387917,925,0.0025707560834443504,5.693700198301844e-09,ENSG00000141446,ESCO1,protein_coding,chr18,treated_down_R_negative,0.3305300440432439
ENSG00000088882,0.0,1.0986122886681096,-1.0986122886681096,216099.5,0.0003316767999362863,-0.2996660572940907,1.761116366168788e-35,0.4289405684754522,0.5095389507154213,807,0.002761140758049794,1.0173056075907964e-32,ENSG00000088882,CPXM1,protein_coding,chr20,treated_down_R_negative,0.3292168130400098
ENSG00000092203,0.6931471805599453,2.8903717578961645,-2.197224577336219,210262.0,2.8142148868829647e-05,-0.1497980185670929,1.0250569829093456e-09,0.5012919896640827,0.6383147853736089,997,0.0003347766826897095,6.626860615106987e-09,ENSG00000092203,TOX4,protein_coding,chr14,treated_down_R_negative,0.3291398880318838
ENSG00000100647,1.0986122886681096,3.4175922930736506,-2.318980004405541,196994.5,5.852428912719943e-09,-0.1414984921959503,8.231907712606485e-09,0.5322997416020672,0.670906200317965,1050,1.7303773940708358e-07,4.66106184932536e-08,ENSG00000100647,SUSD6,protein_coding,chr14,treated_down_R_negative,0.3281321740559422
ENSG00000160255,1.791759469228055,5.3565751495927465,-3.5648156803646915,193365.5,5.219480243749631e-10,-0.09193383532020116,0.00018862538631895173,0.5426356589147286,0.7448330683624801,1147,1.8543422237275883e-08,0.0005524168317948607,ENSG00000160255,ITGB2,protein_coding,chr21,treated_down_R_negative,0.3277271777055184
ENSG00000198561,0.6931471805599453,2.639057329615259,-1.9459101490553135,215274.0,0.00032056655986327016,-0.168407439105391,6.228163015439999e-12,0.524547803617571,0.5747217806041336,926,0.002682251261216466,5.839347428332428e-11,ENSG00000198561,CTNND1,protein_coding,chr11,treated_down_R_negative,0.327705744931595
ENSG00000071537,0.0,1.7005986908310775,-1.7005986908310775,222685.0,0.0071757993169710415,-0.19252271001903198,3.3719485130943848e-15,0.4573643410852713,0.5421303656597775,859,0.03414717133398592,5.738199125420248e-14,ENSG00000071537,SEL1L,protein_coding,chr14,treated_down_R_negative,0.327403868613617
ENSG00000171700,0.0,1.868834809141684,-1.868834809141684,186386.5,4.898788890885981e-14,-0.1751503845164766,8.439452396810901e-13,0.3023255813953488,0.5325914149443561,787,3.203520374704537e-12,9.198177449815598e-12,ENSG00000171700,RGS19,protein_coding,chr20,treated_down_R_negative,0.3273271354189421
ENSG00000089154,0.0,2.0126758453675744,-2.0126758453675744,214969.0,0.0002472569296680481,-0.162379119624077,3.475401139340089e-11,0.4625322997416021,0.5635930047694754,888,0.0021519769551159107,2.8747862036445343e-10,ENSG00000089154,GCN1,protein_coding,chr12,treated_down_R_negative,0.32681653185943166
ENSG00000166135,0.0,1.3862943611198906,-1.3862943611198906,193700.5,1.1104716861467162e-10,-0.23535774804114812,3.8606584226773624e-22,0.3875968992248062,0.56120826709062,856,4.34616603588137e-09,2.3566637608331696e-20,ENSG00000166135,HIF1AN,protein_coding,chr10,treated_down_R_negative,0.32627511895531963
ENSG00000064393,0.0,1.3862943611198906,-1.3862943611198906,187141.0,3.4559501441499426e-13,-0.23464920987711974,5.1724970460380115e-22,0.38242894056847543,0.575516693163752,872,2.0263430986178413e-11,3.0442584973030885e-20,ENSG00000064393,HIPK2,protein_coding,chr7,treated_down_R_negative,0.3252928764938888
ENSG00000108175,3.6375861597263857,4.980170182064455,-1.3425840223380696,186718.0,3.1840804502725913e-12,-0.24216539242960491,2.2110538904626028e-23,0.7338501291989664,0.8131955484896661,1307,1.6097410289360282e-10,1.638228123638954e-21,ENSG00000108175,ZMIZ1,protein_coding,chr10,treated_down_R_negative,0.3251273866392161
ENSG00000108946,2.70805020110221,3.8712010109078907,-1.1631508098056806,220819.0,0.004795960805039664,-0.27934047067529244,7.232254539819031e-31,0.5968992248062015,0.6836248012718601,1091,0.02474779245518648,1.9964222642528767e-28,ENSG00000108946,PRKAR1A,protein_coding,chr17,treated_down_R_negative,0.3249150946774664
ENSG00000106723,1.0986122886681096,2.4414009612931853,-1.3427886726250757,219534.0,0.0023262621941011912,-0.2416430892614171,2.762336686374305e-23,0.5142118863049095,0.589825119236884,941,0.013735206628922669,2.0085214046171027e-21,ENSG00000106723,SPIN1,protein_coding,chr9,treated_down_R_negative,0.32447560307836093
ENSG00000151247,1.9459101490553132,3.295836866004329,-1.349926716949016,220894.0,0.0047659987158063305,-0.2393608003560555,7.261437381452959e-23,0.5968992248062015,0.6558028616852146,1056,0.0246105584623785,4.967237198238205e-21,ENSG00000151247,EIF4E,protein_coding,chr4,treated_down_R_negative,0.32311953939093885
ENSG00000102606,1.9459101490553132,3.5553480614894135,-1.6094379124341003,199222.5,3.329652357261694e-08,-0.20062397328413917,2.1305628367741517e-16,0.5452196382428941,0.6891891891891891,1078,8.396268874702022e-07,4.484389107118496e-15,ENSG00000102606,ARHGEF7,protein_coding,chr13,treated_down_R_negative,0.32289182874665967
ENSG00000165732,2.5649493574615367,3.970291913552122,-1.4053425560905852,194473.0,1.38579896087336e-09,-0.22962784398196978,3.999635260894919e-21,0.5968992248062015,0.7575516693163752,1184,4.559834070308304e-08,1.9993689534149874e-19,ENSG00000165732,DDX21,protein_coding,chr10,treated_down_R_negative,0.32270578121119153
ENSG00000101365,1.6094379124341003,3.8176519431297073,-2.208214030695607,212248.5,8.965588823349742e-05,-0.1458617159794065,2.7940586379082826e-09,0.5452196382428941,0.6534181240063593,1033,0.0009097808711818161,1.6913462272903758e-08,ENSG00000101365,IDH3B,protein_coding,chr20,treated_down_R_negative,0.32209388776706305
ENSG00000067057,2.4849066497880004,3.9796379800581985,-1.494731330270198,210274.0,3.4896371189894827e-05,-0.2150689570043724,1.1479851081180786e-18,0.5788113695090439,0.6844197138314785,1085,0.00040211396620849256,3.695469502324791e-17,ENSG00000067057,PFKP,protein_coding,chr10,treated_down_R_negative,0.32147030820296957
ENSG00000062485,2.70805020110221,3.8918202981106265,-1.1837700970084164,193155.5,6.188059797235597e-10,-0.2713832831220997,3.659240055708635e-29,0.6821705426356589,0.8068362480127186,1279,2.1688106657884266e-08,7.316838144725607e-27,ENSG00000062485,CS,protein_coding,chr12,treated_down_R_negative,0.32125541538791047
ENSG00000196576,0.0,1.0986122886681096,-1.0986122886681096,219363.5,0.0016448352032018372,-0.29157737176283555,1.3401806301332073e-33,0.4315245478036176,0.5206677265500795,822,0.010384000099873487,5.726610191197964e-31,ENSG00000196576,PLXNB2,protein_coding,chr22,treated_down_R_negative,0.320330483716201
ENSG00000067596,0.6931471805599453,2.3502401828962083,-1.6570930023362629,222336.0,0.007052064354195743,-0.19225607576158507,3.68531439639268e-15,0.5167958656330749,0.5786963434022258,928,0.033696178600755924,6.206961281106714e-14,ENSG00000067596,DHX8,protein_coding,chr17,treated_down_R_negative,0.31858619780115305
ENSG00000140497,1.3862943611198906,3.569433499972762,-2.183139138852871,205158.5,1.5982445616039412e-06,-0.1458185557811114,2.8245324229942565e-09,0.5322997416020672,0.6693163751987281,1048,2.7124071060996595e-05,1.7078571392708822e-08,ENSG00000140497,SCAMP2,protein_coding,chr15,treated_down_R_negative,0.3183421962967449
ENSG00000012822,0.0,2.0794415416798357,-2.0794415416798357,216262.0,0.0005028540965573561,-0.15308310454684748,4.349632838645756e-10,0.4935400516795866,0.575516693163752,915,0.003909652999479963,2.9839036097619765e-09,ENSG00000012822,CALCOCO1,protein_coding,chr12,treated_down_R_negative,0.318327366924032
ENSG00000109111,0.0,1.791759469228055,-1.791759469228055,211673.5,4.923848766330543e-05,-0.17746321680566896,4.1737385859518494e-13,0.46770025839793283,0.5914149443561209,925,0.0005421447743316223,4.7811761921261855e-12,ENSG00000109111,SUPT6H,protein_coding,chr17,treated_down_R_negative,0.31797139915122863
ENSG00000011275,0.6931471805599453,2.6735537653587347,-1.9804065847987893,210350.5,3.021192492505031e-05,-0.1600624868139859,6.616010982633731e-11,0.5116279069767442,0.6414944356120826,1005,0.0003550868779906158,5.226160551135773e-10,ENSG00000011275,RNF216,protein_coding,chr7,treated_down_R_negative,0.3169888028656871
ENSG00000198836,0.0,1.9459101490553132,-1.9459101490553132,211964.5,5.677399765704345e-05,-0.16246367255789543,3.3940909830450195e-11,0.4728682170542636,0.5858505564387917,920,0.0006139054988439814,2.812749203882128e-10,ENSG00000198836,OPA1,protein_coding,chr3,treated_down_R_negative,0.3161397092832079
ENSG00000056586,0.6931471805599453,2.3502401828962083,-1.6570930023362629,217229.5,0.0008966598139334451,-0.19072729432987248,6.1189416698237185e-15,0.5193798449612403,0.6128775834658188,972,0.006349053011317165,9.884419860528806e-14,ENSG00000056586,RC3H2,protein_coding,chr9,treated_down_R_negative,0.3160528647885605
ENSG00000128609,0.6931471805599453,2.6735537653587347,-1.9804065847987893,220341.0,0.00324205967713714,-0.15919984897020045,8.388216967513575e-11,0.5012919896640827,0.5914149443561209,938,0.017940317102880753,6.49041156510366e-10,ENSG00000128609,NDUFA5,protein_coding,chr7,treated_down_R_negative,0.31528042919955773
ENSG00000175224,0.0,1.6094379124341003,-1.6094379124341003,213004.0,7.961451428553023e-05,-0.1956566365335888,1.175071415151644e-15,0.4418604651162791,0.5453100158982512,857,0.0008215069613326314,2.184386332111158e-14,ENSG00000175224,ATG13,protein_coding,chr11,treated_down_R_negative,0.3148972086564967
ENSG00000095370,0.0,1.3862943611198906,-1.3862943611198906,221252.5,0.0039799820700766085,-0.22657018694988768,1.3573443143347775e-20,0.46511627906976744,0.5333863275039745,851,0.021250869687076283,6.180969517816747e-19,ENSG00000095370,SH2D3C,protein_coding,chr9,treated_down_R_negative,0.3140929725665087
ENSG00000100811,1.0986122886681096,2.70805020110221,-1.6094379124341005,219673.0,0.002786809603287423,-0.195048449078009,1.4438331117782414e-15,0.5658914728682171,0.6351351351351351,1018,0.01589237656587531,2.6399464393727248e-14,ENSG00000100811,YY1,protein_coding,chr14,treated_down_R_negative,0.31391836870761974
ENSG00000163939,1.9459101490553132,3.569433499972762,-1.6235233509174487,200801.5,1.225971767958396e-07,-0.19280206831056945,3.0717477967050856e-15,0.5917312661498708,0.7297297297297297,1147,2.769133769581915e-06,5.256008174581554e-14,ENSG00000163939,PBRM1,protein_coding,chr3,treated_down_R_negative,0.3130186600073906
ENSG00000131174,1.0986122886681096,2.5649493574615367,-1.4663370687934272,218808.5,0.0019090856403681654,-0.21340933938768206,2.133666147101189e-18,0.5426356589147286,0.6335453100158982,1007,0.0117316998384563,6.563653661393234e-17,ENSG00000131174,COX7B,protein_coding,chrX,treated_down_R_negative,0.31293002517087537
ENSG00000185359,0.0,1.6094379124341003,-1.6094379124341003,212273.0,5.574599594345903e-05,-0.194244126460755,1.8939510043162124e-15,0.4470284237726098,0.5524642289348172,868,0.0006050399622353228,3.387500784268097e-14,ENSG00000185359,HGS,protein_coding,chr17,treated_down_R_negative,0.3126238613935829
ENSG00000101782,0.6931471805599453,2.302585092994046,-1.6094379124341005,216618.0,0.0006147803622101319,-0.19418093567871245,1.9346660200806905e-15,0.5012919896640827,0.5834658187599364,928,0.004624588199228842,3.4490119610281455e-14,ENSG00000101782,RIOK3,protein_coding,chr18,treated_down_R_negative,0.3125221597532473
ENSG00000168438,0.0,1.4978661367769954,-1.4978661367769954,214000.5,0.0001276057184380094,-0.20850620518297616,1.292414012648212e-17,0.42118863049095606,0.5389507154213037,841,0.0012236105672415699,3.396315947475626e-16,ENSG00000168438,CDC40,protein_coding,chr6,treated_down_R_negative,0.31231438405145606
ENSG00000087266,0.0,1.3862943611198906,-1.3862943611198906,168259.0,1.0262398520816365e-22,-0.22528435414631118,2.2570659139270192e-20,0.29457364341085274,0.5707472178060413,832,1.6086180756775118e-20,9.920438785865399e-19,ENSG00000087266,SH3BP2,protein_coding,chr4,treated_down_R_negative,0.31231042980156765
ENSG00000068650,0.0,1.3862943611198906,-1.3862943611198906,169920.0,2.187232057258562e-22,-0.2248950618277877,2.6311169049681604e-20,0.25839793281653745,0.5397456279809221,779,3.3444279197091336e-20,1.1320335119540943e-18,ENSG00000068650,ATP11A,protein_coding,chr13,treated_down_R_negative,0.31177075605557125
ENSG00000120948,2.639057329615259,4.127134385045092,-1.4880770554298328,221773.5,0.007142701505561534,-0.2095091960927244,8.973388649170801e-18,0.6227390180878553,0.7090620031796503,1133,0.03401561649816503,2.4297475011595907e-16,ENSG00000120948,TARDBP,protein_coding,chr1,treated_down_R_negative,0.31176582760713273
ENSG00000136878,0.0,2.3978952727983707,-2.3978952727983707,188595.0,2.2098043976661308e-12,-0.12996936631887757,1.2243703296790694e-07,0.4005167958656331,0.6057233704292527,917,1.1469289280598938e-10,5.798745075819327e-07,ENSG00000136878,USP20,protein_coding,chr9,treated_down_R_negative,0.31165292910463627
ENSG00000141252,0.0,2.1972245773362196,-2.1972245773362196,204723.5,9.4472895137659e-07,-0.14170366980884236,7.829780574697381e-09,0.4806201550387597,0.6287758346581876,977,1.7043915662400214e-05,4.444665067634858e-08,ENSG00000141252,VPS53,protein_coding,chr17,treated_down_R_negative,0.31135478600272487
ENSG00000182568,0.6931471805599453,3.1567740231385475,-2.463626842578602,213354.0,0.00015413451965726776,-0.12557492021788405,3.2299730513449394e-07,0.5193798449612403,0.6518282988871225,1021,0.0014399275446747989,1.4444809948473506e-06,ENSG00000182568,SATB1,protein_coding,chr3,treated_down_R_negative,0.30936974420344554
