contrast_a,contrast_b,ID_REF,n_a,n_b,median_a,median_b,delta_median_a_minus_b,mean_a,mean_b,delta_mean_a_minus_b,std_a,std_b,u_statistic,p_value,rank_biserial,q_value_bh,abs_delta_median,abs_rank_biserial,probe_id,ucsc_refgene_name,ucsc_refgene_accession,refgene_group,cpg_island_name,relation_to_cpg_island,regulatory_feature_group,regulatory_feature_name,phantom4_enhancers,hmm_island,chromosome,mapinfo,strand,design_type,color_channel,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island
D3,not_D3,cg09421126,16,347,0.7956349902474635,0.628806148716366,0.1668288415310975,0.7316275517247055,0.5806119793342701,0.1510155723904354,0.142905859756713,0.2121377172276086,4016.0,0.0025245686879405,0.4466858789625361,0.2030999898273786,0.1668288415310975,0.4466858789625361,cg09421126,,,,chr7:99869003-99870085,S_Shelf,,,,,7,99873963.0,R,II,,,,,chr7:99869003-99870085,S_Shelf
D3,not_D3,cg15384598,16,347,0.326131768348277,0.48213130719662,-0.155999538848343,0.3043122632145533,0.4624371543357174,-0.1581248911211641,0.1453637329646767,0.2147951407292943,1533.0,0.002464296435662,-0.4477665706051873,0.2030999898273786,0.155999538848343,0.4477665706051873,cg15384598,JPH4;JPH4,NM_001146028;NM_032452,Body;Body,chr14:24044886-24046760,Island,Unclassified_Cell_type_specific,14:24045445-24045742,,14:23114755-23116767,14,24045549.0,R,I,Red,JPH4;JPH4,NM_001146028;NM_032452,Body;Body,chr14:24044886-24046760,Island
D3,not_D3,cg13941436,16,347,0.8501785242946089,0.7003344475656265,0.1498440767289824,0.7964675845637823,0.6436831721991978,0.1527844123645845,0.1390351187017032,0.219322593617032,3976.0,0.0026402998677559,0.4322766570605187,0.2030999898273786,0.1498440767289824,0.4322766570605187,cg13941436,OBP2A,NM_014582,TSS1500,,,,,,,9,138437177.0,F,I,Red,OBP2A,NM_014582,TSS1500,,
D3,not_D3,cg16340422,16,347,0.804925065798174,0.609851481820806,0.195073583977368,0.7497007713623118,0.5757339911227963,0.1739667802395155,0.1596686235911144,0.2407621995360797,3745.0,0.0028145666398788,0.3490634005763688,0.2132247454453672,0.195073583977368,0.3490634005763688,cg16340422,PLD6,NM_178836,TSS1500,chr17:17109893-17110296,Island,Promoter_Associated,17:17108465-17110453,,17:17049497-17051315,17,17110120.0,F,I,Grn,PLD6,NM_178836,TSS1500,chr17:17109893-17110296,Island
D3,not_D3,cg11236727,16,347,0.2994393374777405,0.59438932813753,-0.2949499906597894,0.3589901359876113,0.5497317959070063,-0.1907416599193949,0.2285443583405763,0.2317653444742124,1556.0,0.0029620843161956,-0.4394812680115274,0.2134952958285383,0.2949499906597894,0.4394812680115274,cg11236727,,,,chr2:119611296-119611881,N_Shore,,,,2:119325874-119326113,2,119609592.0,R,II,,,,,chr2:119611296-119611881,N_Shore
D3,not_D3,cg16252110,16,347,0.661410607708941,0.4583263414834785,0.2030842662254625,0.6378803301427398,0.4745352188107806,0.1633451113319591,0.1603809751518461,0.2168130255657905,3892.0,0.0029889341415995,0.4020172910662825,0.2134952958285383,0.2030842662254625,0.4020172910662825,cg16252110,,,,chr5:2866699-2867005,Island,,,,5:2919802-2920005,5,2866877.0,F,I,Red,,,,chr5:2866699-2867005,Island
D3,not_D3,cg26782825,16,347,0.8181352091673975,0.6153220522102205,0.2028131569571769,0.747723160715397,0.5941662232933306,0.1535569374220664,0.1784398544425525,0.2175868426951852,3962.0,0.002955049696233,0.4272334293948125,0.2134952958285383,0.2028131569571769,0.4272334293948125,cg26782825,,,,chr8:110987857-110988072,S_Shore,,,,,8,110989116.0,F,II,,,,,chr8:110987857-110988072,S_Shore
D3,not_D3,cg16600501,16,347,0.749160434579306,0.561393307670401,0.187767126908905,0.7155555549198565,0.5430949381575387,0.1724606167623177,0.1530541942613389,0.2288144189593267,4000.0,0.0028694062956449,0.440922190201729,0.2134952958285383,0.187767126908905,0.440922190201729,cg16600501,SLC1A6,NM_005071,TSS200,,,,,,,19,15083842.0,R,I,Red,SLC1A6,NM_005071,TSS200,,
D3,not_D3,cg13800802,16,347,0.7576420285609564,0.615331050720514,0.1423109778404424,0.7224253741546148,0.5667996014374198,0.155625772717195,0.1330958519318396,0.2148509230821478,3993.0,0.0030333763816495,0.4384005763688761,0.2136180550457411,0.1423109778404424,0.4384005763688761,cg13800802,C9orf130,NR_023390,Body,,,,,,,9,98619666.0,R,II,,C9orf130,NR_023390,Body,,
D3,not_D3,cg03243893,16,347,0.651796515174178,0.487227308435094,0.164569206739084,0.6542545632631538,0.494953020603252,0.1593015426599017,0.1073373490472983,0.2115269587843533,3968.0,0.0030857787492194,0.4293948126801152,0.2142901909180169,0.164569206739084,0.4293948126801152,cg03243893,MYOM2,NM_003970,Body,chr8:2003809-2004059,S_Shore,,,,8:1992805-1993238,8,2005683.0,R,II,,MYOM2,NM_003970,Body,chr8:2003809-2004059,S_Shore
D3,not_D3,cg19585676,16,347,0.783239155370886,0.518159035004035,0.2650801203668509,0.6903833382363538,0.5233526452633395,0.1670306929730143,0.1887672669944798,0.222218806634037,3945.0,0.0033831064525524,0.4211095100864552,0.2196822371787291,0.2650801203668509,0.4211095100864552,cg19585676,HLA-A,NM_002116,3'UTR,chr6:29910202-29911367,S_Shore,,,,,6,29913343.0,R,II,,HLA-A,NM_002116,3'UTR,chr6:29910202-29911367,S_Shore
D3,not_D3,cg27287944,16,347,0.7445264056167791,0.50748586003826,0.237040545578519,0.6949130085615105,0.5308342740277748,0.1640787345337356,0.1525773278848031,0.2150457037540123,3969.0,0.0033505178494855,0.4297550432276658,0.2196822371787291,0.237040545578519,0.4297550432276658,cg27287944,MIDN,NM_177401,Body,chr19:1254024-1254454,Island,,,,,19,1254435.0,F,I,Red,MIDN,NM_177401,Body,chr19:1254024-1254454,Island
D3,not_D3,cg09098545,16,347,0.70798472046351,0.472354557299345,0.235630163164165,0.6491776093954179,0.4819248685075409,0.1672527408878769,0.2048788765500234,0.2085949809532441,3980.0,0.0033607476571804,0.4337175792507204,0.2196822371787291,0.235630163164165,0.4337175792507204,cg09098545,,,,,,Unclassified_Cell_type_specific,4:97914042-97914186,,,4,97914176.0,R,II,,,,,,
D3,not_D3,cg05042749,16,347,0.769883544634552,0.5911459669211895,0.1787375777133625,0.7340685070040232,0.5755890580818308,0.1584794489221923,0.1566088512284721,0.2187892056010272,3968.0,0.0033769882655774,0.4293948126801152,0.2196822371787291,0.1787375777133625,0.4293948126801152,cg05042749,,,,,,,,,11:50085984-50086328,11,50129456.0,R,I,Red,,,,,
D3,not_D3,cg12984729,16,347,0.363849915813031,0.538237739746096,-0.174387823933065,0.3378270105810294,0.5109099506570525,-0.173082940076023,0.2144605166602501,0.2176690412805086,1567.0,0.0032312062171798,-0.4355187319884726,0.2196822371787291,0.174387823933065,0.4355187319884726,cg12984729,ISL2,NM_145805,Body,chr15:76632262-76635515,Island,,,,15:74419573-74421330,15,76633817.0,F,II,,ISL2,NM_145805,Body,chr15:76632262-76635515,Island
D3,not_D3,cg22169990,16,347,0.30209745969744,0.0880357501238477,0.2140617095735923,0.3151641697869762,0.1946602230788889,0.1205039467080873,0.2056334553898862,0.2167984156866711,3926.0,0.0035931767704759,0.4142651296829971,0.2303318442612769,0.2140617095735923,0.4142651296829971,cg22169990,AGAP3;AGAP3,NM_001042535;NM_031946,Body;Body,chr7:150783480-150785040,S_Shore,,,,7:150416955-150417031,7,150786051.0,F,I,Red,AGAP3;AGAP3,NM_001042535;NM_031946,Body;Body,chr7:150783480-150785040,S_Shore
D3,not_D3,cg04388226,16,347,0.5306355298456025,0.2908266797944689,0.2398088500511335,0.4977826730630997,0.3330676540825858,0.1647150189805139,0.197830090959681,0.2128159287319055,3913.0,0.0036399854349008,0.4095821325648414,0.2303788249937264,0.2398088500511335,0.4095821325648414,cg04388226,,,,,,,,,,12,128366031.0,F,II,,,,,,
D3,not_D3,cg05404847,16,347,0.658397998335559,0.472136061992225,0.186261936343334,0.648813451240089,0.4908159957475451,0.1579974554925439,0.1138138948468211,0.21763551320414,3966.0,0.0037490168451218,0.4286743515850144,0.2343135528201147,0.186261936343334,0.4286743515850144,cg05404847,LIPE;LIPE,NM_005357;NM_005357,1stExon;5'UTR,chr19:42927285-42928598,S_Shelf,,,,,19,42931316.0,R,II,,LIPE;LIPE,NM_005357;NM_005357,1stExon;5'UTR,chr19:42927285-42928598,S_Shelf
D3,not_D3,cg11252310,16,347,0.6744696731520785,0.4495464173151475,0.224923255836931,0.6468404525962625,0.4849888883492139,0.1618515642470486,0.1865299085518746,0.215395193534479,3951.0,0.0038571033697474,0.4232708933717579,0.2351892298626481,0.224923255836931,0.4232708933717579,cg11252310,KIRREL3;KIRREL3,NM_001161707;NM_032531,Body;Body,,,,,,,11,126329507.0,R,II,,KIRREL3;KIRREL3,NM_001161707;NM_032531,Body;Body,,
D3,not_D3,cg02352685,16,347,0.801758412746758,0.679755172837264,0.1220032399094939,0.7459138268609561,0.6061939805828017,0.1397198462781543,0.1507341080346097,0.2179802406552662,3873.0,0.003815611079052,0.3951729106628241,0.2351892298626481,0.1220032399094939,0.3951729106628241,cg02352685,BTNL8;BTNL8;BTNL8;BTNL8;BTNL8;BTNL8,NM_001159707;NM_001159710;NM_024850;NM_001040462;NM_001159708;NM_001159709,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,,,,,,,5,180377617.0,R,II,,BTNL8;BTNL8;BTNL8;BTNL8;BTNL8;BTNL8,NM_001159707;NM_001159710;NM_024850;NM_001040462;NM_001159708;NM_001159709,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,,
D3,not_D3,cg14302471,16,347,0.804567212077288,0.725349950463836,0.079217261613452,0.7901841101101332,0.6461331973608563,0.1440509127492769,0.083687656570852,0.2155004262284238,3953.0,0.0041456074881746,0.4239913544668587,0.2474843075419511,0.079217261613452,0.4239913544668587,cg14302471,LOC154822,NR_024394,TSS1500,chr7:158798591-158799434,S_Shore,,,,7:158492476-158492551,7,158799777.0,R,I,Red,LOC154822,NR_024394,TSS1500,chr7:158798591-158799434,S_Shore
D3,not_D3,cg21081729,16,347,0.8526517316983195,0.779951186409714,0.0727005452886055,0.8441619683564974,0.6882436761949627,0.1559182921615346,0.0642456006706453,0.2181827001383445,3930.0,0.0041577363667047,0.4157060518731987,0.2474843075419511,0.0727005452886055,0.4157060518731987,cg21081729,MCC;MCC,NM_002387;NM_001085377,Body;Body,,,,,,5:112566977-112567149,5,112539140.0,F,II,,MCC;MCC,NM_002387;NM_001085377,Body;Body,,
D3,not_D3,cg20595750,16,347,0.6535514197639589,0.3917267538134765,0.2618246659504823,0.6067396867812664,0.4351734737811588,0.1715662130001076,0.1900675518963448,0.2355274169349882,3915.0,0.0042783843550563,0.4103025936599422,0.2510057321425517,0.2618246659504823,0.4103025936599422,cg20595750,DIP2C,NM_014974,Body,chr10:409201-409523,N_Shelf,,,,10:395078-395398,10,405225.0,F,I,Red,DIP2C,NM_014974,Body,chr10:409201-409523,N_Shelf
D3,not_D3,cg22115892,16,347,0.829185460024748,0.5699382185070485,0.2592472415176995,0.7403288564291658,0.5738450381412415,0.1664838182879242,0.223699116805633,0.2358954675116723,3936.0,0.0043313646734462,0.4178674351585014,0.2510057321425517,0.2592472415176995,0.4178674351585014,cg22115892,,,,,,Unclassified_Cell_type_specific,4:177198261-177198996,,,4,177198411.0,F,I,Grn,,,,,
D3,not_D3,cg09382096,16,347,0.3366384264446305,0.583652223486406,-0.2470137970417755,0.3624282375028755,0.5226462755372129,-0.1602180380343373,0.1921775068016371,0.2207594659687275,1618.0,0.0047939073346873,-0.4171469740634006,0.2510057321425517,0.2470137970417755,0.4171469740634006,cg09382096,PAX6;PAX6;PAX6,NM_001604;NM_001127612;NM_000280,Body;Body;Body,chr11:31827696-31827921,N_Shore,,,,11:31784148-31784497,11,31827593.0,R,I,Grn,PAX6;PAX6;PAX6,NM_001604;NM_001127612;NM_000280,Body;Body;Body,chr11:31827696-31827921,N_Shore
D3,not_D3,cg14433497,16,347,0.3083775699056905,0.554564013263755,-0.2461864433580645,0.3114480797054152,0.4977543552774564,-0.1863062755720411,0.2461286752112767,0.2474432667412741,1618.0,0.0049699134964225,-0.4171469740634006,0.2510057321425517,0.2461864433580645,0.4171469740634006,cg14433497,ISL2,NM_145805,3'UTR,chr15:76632262-76635515,Island,,,,15:74421363-74421637,15,76634516.0,F,I,Red,ISL2,NM_145805,3'UTR,chr15:76632262-76635515,Island
D3,not_D3,cg25734089,16,347,0.6817143560467425,0.460078085914017,0.2216362701327254,0.6285261551562626,0.4770707838271185,0.1514553713291441,0.1590965954148622,0.210834950147855,3936.0,0.0047215858119119,0.4178674351585014,0.2510057321425517,0.2216362701327254,0.4178674351585014,cg25734089,PNMAL1;PNMAL1,NM_018215;NM_001103149,3'UTR;3'UTR,,,Unclassified_Cell_type_specific,19:46969722-46970016,,,19,46969919.0,R,II,,PNMAL1;PNMAL1,NM_018215;NM_001103149,3'UTR;3'UTR,,
D3,not_D3,cg04131792,16,347,0.757366766605418,0.535742141589742,0.221624625015676,0.6998856490781689,0.5408259876402509,0.1590596614379179,0.1801802884650279,0.2172260156853712,3933.0,0.0048304427203165,0.4167867435158501,0.2510057321425517,0.221624625015676,0.4167867435158501,cg04131792,,,,chr5:3324644-3324973,N_Shelf,,,,5:3373907-3373981,5,3320943.0,R,II,,,,,chr5:3324644-3324973,N_Shelf
D3,not_D3,cg24899558,16,347,0.740752532320026,0.534253505368689,0.206499026951337,0.6472464984678561,0.5093063876694564,0.1379401107983997,0.2133990191568848,0.2137855541869571,3923.0,0.0047845011469002,0.4131844380403457,0.2510057321425517,0.206499026951337,0.4131844380403457,cg24899558,,,,,,,,,,5,103329070.0,R,II,,,,,,
D3,not_D3,cg26308992,16,347,0.7282075713740606,0.528437407382308,0.1997701639917525,0.6749817550574686,0.5192928532966015,0.1556889017608671,0.1732310647731945,0.2139797968625406,3931.0,0.0049042702774363,0.4160662824207493,0.2510057321425517,0.1997701639917525,0.4160662824207493,cg26308992,CSN2,NM_001891,Body,,,,,,,4,70825312.0,R,II,,CSN2,NM_001891,Body,,
D3,not_D3,cg18944653,16,347,0.7840730539116509,0.601132034323622,0.1829410195880288,0.7499625491235659,0.5862994181555375,0.1636631309680283,0.1019751984003861,0.2184190228882621,3935.0,0.0047576221985881,0.4175072046109509,0.2510057321425517,0.1829410195880288,0.4175072046109509,cg18944653,HGF;HGF;HGF;HGF;HGF,NM_001010934;NM_001010933;NM_000601;NM_001010931;NM_001010932,3'UTR;Body;Body;Body;Body,,,,,,,7,81381353.0,F,II,,HGF;HGF;HGF;HGF;HGF,NM_001010934;NM_001010933;NM_000601;NM_001010931;NM_001010932,3'UTR;Body;Body;Body;Body,,
D3,not_D3,cg04903883,16,347,0.813621346010718,0.6446538246365235,0.1689675213741944,0.7709963375558105,0.6068457252315648,0.1641506123242457,0.1621993507176197,0.2278649255548604,3671.0,0.00471552743324,0.3224063400576369,0.2510057321425517,0.1689675213741944,0.3224063400576369,cg04903883,,,,chr14:106321750-106322002,N_Shore,,,,14:105392433-105393336,14,106321551.0,R,I,Red,,,,chr14:106321750-106322002,N_Shore
D3,not_D3,cg12930930,16,347,0.6163903653038421,0.450411016635941,0.165979348667901,0.6076753530236122,0.4517714043370017,0.1559039486866104,0.158325521612741,0.2129798136382854,3920.0,0.004491116632832,0.4121037463976944,0.2510057321425517,0.165979348667901,0.4121037463976944,cg12930930,OR51B6,NM_001004750,TSS1500,,,,,,,11,5372503.0,R,II,,OR51B6,NM_001004750,TSS1500,,
D3,not_D3,cg07041999,16,347,0.613885766232027,0.4505381698805475,0.1633475963514794,0.6319324959870771,0.4587831790875183,0.1731493168995587,0.1675074468540743,0.2380940845226369,3874.0,0.0049327295388576,0.3955331412103746,0.2510057321425517,0.1633475963514794,0.3955331412103746,cg07041999,,,,,,,,,8:2165606-2165694,8,2178272.0,F,I,Red,,,,,
D3,not_D3,cg25247290,16,347,0.1186458225001275,0.281500617542684,-0.1628547950425565,0.174033793420986,0.3356322611563532,-0.1615984677353672,0.1617883459626157,0.2303386834420439,1229.0,0.0047447866416936,-0.5572766570605188,0.2510057321425517,0.1628547950425565,0.5572766570605188,cg25247290,WIT1,NR_023920,Body,chr11:32459422-32459878,S_Shore,,,,11:32417712-32417858,11,32461212.0,R,I,Grn,WIT1,NR_023920,Body,chr11:32459422-32459878,S_Shore
D3,not_D3,cg15226275,16,347,0.742112649133064,0.597684339211184,0.1444283099218799,0.7093143725258766,0.5647232293958029,0.1445911431300737,0.1891755761356462,0.2204583109107165,3915.0,0.0046667294470788,0.4103025936599422,0.2510057321425517,0.1444283099218799,0.4103025936599422,cg15226275,FRK,NM_002031,TSS200,,,,,,,6,116381976.0,R,I,Red,FRK,NM_002031,TSS200,,
D3,not_D3,cg12188614,16,347,0.777345980599203,0.6355713107125335,0.1417746698866695,0.726131474733379,0.5944401754571609,0.1316912992762181,0.1721497474022761,0.2141306982336105,3921.0,0.0048579015931491,0.4124639769452449,0.2510057321425517,0.1417746698866695,0.4124639769452449,cg12188614,,,,,,,,,,7,54697527.0,F,II,,,,,,
D3,not_D3,cg15371806,16,347,0.7801533936363321,0.641271327621194,0.138882066015138,0.7253955450696006,0.5840267196716408,0.1413688253979598,0.1589103013650673,0.2141030277791063,3918.0,0.0054095462580753,0.4113832853025936,0.2704773129037686,0.138882066015138,0.4113832853025936,cg15371806,KIF25;KIF25,NM_005355;NM_030615,TSS1500;TSS1500,,,,,,6:168160402-168160614,6,168417634.0,F,II,,KIF25;KIF25,NM_005355;NM_030615,TSS1500;TSS1500,,
D3,not_D3,cg00833639,16,347,0.798577289653707,0.6280699266773679,0.170507362976339,0.7455491222462006,0.5856068283443098,0.1599422939018908,0.1684078849757178,0.2385203067295636,3882.0,0.0055070537835696,0.3984149855907781,0.2726264249291909,0.170507362976339,0.3984149855907781,cg00833639,C7orf10,NM_024728,Body,,,,,,,7,40873953.0,F,II,,C7orf10,NM_024728,Body,,
D3,not_D3,cg01572513,16,347,0.1118104737654375,0.279006829344525,-0.1671963555790874,0.1905446651668613,0.3335111977883207,-0.1429665326214593,0.1464019898575864,0.2232757309167844,1635.0,0.005649925430813,-0.4110230547550432,0.2769571289614261,0.1671963555790874,0.4110230547550432,cg01572513,,,,chr4:147558231-147558583,N_Shore,,,,,4,147557859.0,R,II,,,,,chr4:147558231-147558583,N_Shore
D3,not_D3,cg20647610,16,347,0.18436512897844,0.499604790907073,-0.3152396619286329,0.3004687559836231,0.4794942914211204,-0.1790255354374973,0.2447510857266479,0.2218859840654929,1501.0,0.0059160072726587,-0.4592939481268011,0.2850880582998313,0.3152396619286329,0.4592939481268011,cg20647610,WDR69,NM_178821,TSS200,chr2:228736230-228736544,Island,Unclassified_Cell_type_specific,2:228736232-228736509,,2:228444333-228444721,2,228736258.0,F,I,Red,WDR69,NM_178821,TSS200,chr2:228736230-228736544,Island
D3,not_D3,cg09517033,16,347,0.7980006160198736,0.599233570808515,0.1987670452113585,0.7245073101202788,0.5841437705232747,0.1403635395970041,0.1721998546500775,0.2143131206597964,3861.0,0.0059298316126364,0.3908501440922189,0.2850880582998313,0.1987670452113585,0.3908501440922189,cg09517033,,,,,,,,,,6,29461584.0,R,II,,,,,,
D3,not_D3,cg24899806,16,347,0.669187807549892,0.54423149973862,0.1249563078112721,0.668481169509413,0.5151099269630304,0.1533712425463826,0.145600831647269,0.2127315869175402,3904.0,0.0060058400134169,0.4063400576368876,0.2859923815912844,0.1249563078112721,0.4063400576368876,cg24899806,KCND2;KCND2,NM_012281;NM_012281,1stExon;5'UTR,chr7:119915062-119915485,N_Shore,Unclassified_Cell_type_specific,7:119914154-119914335,,7:119700110-119701572,7,119914282.0,R,II,,KCND2;KCND2,NM_012281;NM_012281,1stExon;5'UTR,chr7:119915062-119915485,N_Shore
D3,not_D3,cg10505610,16,347,0.630790434706499,0.477464579294933,0.1533258554115659,0.6231879471595071,0.4586000478368046,0.1645878993227024,0.1329825789301084,0.2299829288445414,3902.0,0.0060956961338612,0.4056195965417868,0.2875328365028898,0.1533258554115659,0.4056195965417868,cg10505610,SH3PXD2B,NM_001017995,Body,,,,,,,5,171782207.0,R,I,Red,SH3PXD2B,NM_001017995,Body,,
D3,not_D3,cg27291539,16,347,0.7704819530248554,0.544188517120783,0.2262934359040724,0.6777143115949005,0.5345229307505589,0.1431913808443415,0.2092557062240458,0.212347920601328,3852.0,0.006343896443625,0.3876080691642651,0.287675663489098,0.2262934359040724,0.3876080691642651,cg27291539,,,,,,,,,,1,221342520.0,F,II,,,,,,
D3,not_D3,cg01688536,16,347,0.4724258667783675,0.2590224241285135,0.213403442649854,0.4163122527708386,0.2795238412944692,0.1367884114763694,0.1812171370793829,0.2119656845871366,3818.0,0.0063698706671568,0.3753602305475505,0.287675663489098,0.213403442649854,0.3753602305475505,cg01688536,,,,chr7:35296921-35298218,Island,,,,7:35263447-35264738,7,35296968.0,R,I,Red,,,,chr7:35296921-35298218,Island
D3,not_D3,cg11224748,16,347,0.758427797222545,0.5758344459805196,0.1825933512420254,0.7040067501577678,0.5623091344075453,0.1416976157502225,0.1950614466566887,0.2130426816184788,3889.0,0.0061793120000312,0.4009365994236311,0.287675663489098,0.1825933512420254,0.4009365994236311,cg11224748,,,,,,,,,,17,12415493.0,R,II,,,,,,
D3,not_D3,cg24908403,16,347,0.7681550789819935,0.597033223970813,0.1711218550111805,0.6994431866652836,0.5589254759522245,0.140517710713059,0.1573266149280322,0.2159693271177384,3871.0,0.0065014699948536,0.3944524495677233,0.287675663489098,0.1711218550111805,0.3944524495677233,cg24908403,,,,,,,,,,10,92493105.0,F,II,,,,,,
D3,not_D3,cg09162993,16,347,0.741389386033785,0.5893017910386256,0.1520875949951594,0.699317984247977,0.5613478083966315,0.1379701758513455,0.1505732783662411,0.2100718257205173,3885.0,0.0063654559325001,0.3994956772334295,0.287675663489098,0.1520875949951594,0.3994956772334295,cg09162993,,,,,,,,,,5,127922712.0,F,II,,,,,,
D3,not_D3,cg15794856,16,347,0.8580744004606791,0.718003784087358,0.140070616373321,0.8163936955067062,0.6675022730019776,0.1488914225047285,0.1388113047707728,0.2205232501401172,3894.0,0.0064673529345805,0.4027377521613833,0.287675663489098,0.140070616373321,0.4027377521613833,cg15794856,,,,,,,,,4:189337134-189337500,4,189100222.0,R,I,Grn,,,,,
D3,not_D3,cg26345613,16,347,0.8650349222788235,0.76348955705583,0.1015453652229935,0.8627473514842339,0.6953395415595913,0.1674078099246425,0.0413512052321283,0.2235493754973305,3851.0,0.0063914739875685,0.3872478386167146,0.287675663489098,0.1015453652229935,0.3872478386167146,cg26345613,ADARB2,NM_018702,Body,,,,,,10:1703335-1703457,10,1713384.0,F,I,Grn,ADARB2,NM_018702,Body,,
D3,not_D3,cg12034118,16,347,0.4285943748533884,0.601153839115885,-0.1725594642624965,0.3823582815269127,0.5576496659591833,-0.1752913844322706,0.231408089095257,0.2275440982785433,1660.0,0.006563396583718,-0.4020172910662823,0.2878682712157051,0.1725594642624965,0.4020172910662823,cg12034118,IRF6,NM_006147,TSS200,chr1:209979316-209979666,Island,Unclassified_Cell_type_specific,1:209979246-209979813,high-CpG:208046105-208046111,1:208045620-208046259,1,209979487.0,F,I,Grn,IRF6,NM_006147,TSS200,chr1:209979316-209979666,Island
D3,not_D3,cg26683252,16,347,0.61697827829672,0.391810383843561,0.225167894453159,0.5973318210537943,0.4246754508749734,0.1726563701788209,0.1974653676423924,0.2492738235957605,3867.0,0.0066968683239872,0.3930115273775216,0.2911681879994445,0.225167894453159,0.3930115273775216,cg26683252,,,,,,,,,,17,54802123.0,F,I,Red,,,,,
D3,not_D3,cg20773915,16,347,0.685988828672898,0.462291508599352,0.223697320073546,0.6494476188985564,0.4926053179436917,0.1568423009548646,0.1754873083817283,0.2253042421282141,3874.0,0.0069036461423158,0.3955331412103746,0.2950276129194795,0.223697320073546,0.3955331412103746,cg20773915,CHD5,NM_015557,Body,,,,,,1:6094242-6094472,1,6171788.0,F,I,Red,CHD5,NM_015557,Body,,
D3,not_D3,cg22055728,16,347,0.246678369031314,0.457703681208865,-0.211025312177551,0.2998015537627638,0.4517050729355464,-0.1519035191727826,0.1890196718529657,0.2182116375284079,1656.0,0.0068468643887703,-0.4034582132564841,0.2950276129194795,0.211025312177551,0.4034582132564841,cg22055728,HOXA9,NM_152739,TSS1500,chr7:27203915-27206462,Island,,,,,7,27205658.0,F,I,Grn,HOXA9,NM_152739,TSS1500,chr7:27203915-27206462,Island
D3,not_D3,cg23498518,16,347,0.7824247306839021,0.564215904696424,0.218208825987478,0.7242359340424813,0.5735453109623234,0.1506906230801579,0.1917842888861596,0.2233732666327651,3848.0,0.0070978575574262,0.3861671469740633,0.3007566761621279,0.218208825987478,0.3861671469740633,cg23498518,POM121L12;POM121L12,NM_182595;NM_182595,3'UTR;1stExon,chr7:53103275-53103801,S_Shore,,,,,7,53104336.0,F,I,Red,POM121L12;POM121L12,NM_182595;NM_182595,3'UTR;1stExon,chr7:53103275-53103801,S_Shore
D3,not_D3,cg01947943,16,347,0.6922152635202885,0.4398911444927105,0.252324119027578,0.5935818659886035,0.4447614533504401,0.1488204126381633,0.2189796885934631,0.2112952681084618,3844.0,0.0073098688907699,0.3847262247838616,0.3045778704487491,0.252324119027578,0.3847262247838616,cg01947943,OR2W1,NM_030903,1stExon,,,,,,,6,29012859.0,F,II,,OR2W1,NM_030903,1stExon,,
D3,not_D3,cg24639690,16,347,0.7875944790812105,0.5824035809456996,0.2051908981355109,0.7126903732330657,0.5801867551591094,0.1325036180739562,0.1926410972058643,0.2122776898347377,3845.0,0.0072563400143006,0.3850864553314121,0.3045778704487491,0.2051908981355109,0.3850864553314121,cg24639690,,,,,,,,,,6,50166008.0,F,II,,,,,,
D3,not_D3,cg25996586,16,347,0.673268209251509,0.4332729412085895,0.2399952680429194,0.6060295335721914,0.4537540436993791,0.1522754898728122,0.2172697865743736,0.2079198311815092,3865.0,0.0073740160112303,0.3922910662824208,0.3047114054227411,0.2399952680429194,0.3922910662824208,cg25996586,NPR3,NM_000908,3'UTR,,,,,,,5,32786671.0,R,II,,NPR3,NM_000908,3'UTR,,
D3,not_D3,cg17829746,16,347,0.665705919823415,0.410766876197389,0.254939043626026,0.6176448426325508,0.4600040775491818,0.157640765083369,0.2175879370070949,0.2212627533993229,3873.0,0.0075418090111872,0.3951729106628241,0.3065776020807837,0.254939043626026,0.3951729106628241,cg17829746,PROX1,NM_002763,Body,,,,,low-CpG:212236729-212237006,,1,214170220.0,F,II,,PROX1,NM_002763,Body,,
D3,not_D3,cg09424006,16,347,0.7968634565885495,0.687608051800616,0.1092554047879335,0.791254002304468,0.6461713044566577,0.1450826978478102,0.1063381548777799,0.212847470803734,3873.0,0.0075418090111872,0.3951729106628241,0.3065776020807837,0.1092554047879335,0.3951729106628241,cg09424006,,,,,,,,,,16,5657230.0,R,I,Red,,,,,
D3,not_D3,cg27172769,16,347,0.7859471027470895,0.536278306824429,0.2496687959226604,0.6988164236077712,0.5384365332731619,0.1603798903346093,0.1738017484780431,0.2388159811574039,3858.0,0.00775952297631,0.3897694524495676,0.3128839909802423,0.2496687959226604,0.3897694524495676,cg27172769,MIDN,NM_177401,Body,chr19:1255216-1255594,Island,,,,19:1205985-1206594,19,1255283.0,F,I,Red,MIDN,NM_177401,Body,chr19:1255216-1255594,Island
